AbrahamDLC;Sons of Abraham;;;;;;;;;;;Sons of Abraham;;x
DLC_INTERESTING_CHAR_matilda_DESC;Known as La Gran Contessa, Matilda is remembered for her military accomplishments. As a firm supporter of Pope Gregory VII, she protected the Church from Emperor Henry IV who wished to inflict the finishing blow on the Church as a result of the Investiture Controversy.\n;;;;;;;;;;;"Èçâåñòíóþ êàê ""Âåëèêàÿ Ãðàôèíÿ"", Ìàòèëüäó ïîìíÿò çà å¸ âîåííûå ïîäâèãè. Êàê âåðíàÿ ñòîðîííèöà Ïàïû Ãðèãîðèÿ VII, îíà çàùèùàëà öåðêîâü îò èìïåðàòîðà Ãåíðèõà IV, êîòîðûé ãîòîâèëñÿ íàíåñòè ñâîé ïîñëåäíèé óäàð ïî ïàïñêîé âëàñòè âî âðåìÿ áîðüáû çà èíâåñòèòóðó.\n";;x
DLC_INTERESTING_CHAR_mayor_gunnar_DESC;The city of Visby is known to have been a center of mercantile as early as 900. With access to fresh water and a natural harbor, the town flourished as part of the German Hanseatic League.\n;;;;;;;;;;;Ãîðîä Âèñáþ äî 900-ûõ ãîäîâ áûë èçâåñòåí, êàê öåíòð òîðãîâëè. Ñ äîñòóïîì ê ïðåñíîé âîäå è åñòåñòâåííîé ãàâàíè, îí ðàñöâåë â ñîñòàâå íåìåöêîãî Ãàíçåéñêîãî ñîþçà.\n;;x
DLC_INTERESTING_CHAR_mayor_heinrich_DESC;The Hanseatic League (the Hansa) was a confederation of merchant guilds that dominated the Baltic maritime. As a vassal of the Holy Roman Empire, with the Republic Expansion you can play as this merchant league that dominated the Baltic trade for 300 years.\n;;;;;;;;;;;Ãàíçåéñêàÿ Ëèãà (Ãàíçà) áûëà êîíôåäåðàöèåé òîðãîâûõ ãèëüäèé, êîòîðûå äîìèíèðîâàëè íà Áàëòèéñêîì ìîðå. Êàê âàññàë Ñâÿùåííîé Ðèìñêîé èìïåðèè, ñ äîïîëíåíèåì §YRepublic§! Âû ìîæåòå èãðàòü çà ýòó òîðãîâóþ ëèãó, êîòîðàÿ áûëà îñíîâîé áàëòèéñêîé òîðãîâëè íà ïðîòÿæåíèè 300 ëåò.\n;;x
DLC_INTERESTING_CHAR_muhammad_DESC;The Umayyad Caliphate at its peak was one of the largest empires in history. But after the Abbasid Revolt in the 740, the realm is now the southern part of today's Spain. History, as we know, tends to repeat itself and Muhammad I's reign had several revolts and separatists movements.\n;;;;;;;;;;;Îìåéÿäñêèé õàëèôàò íà ïèêå ñâîåãî ìîãóùåñòâà áûë îäíîé èç êðóïíåéøèõ èìïåðèé â èñòîðèè. Íî ïîñëå Àááàñèäñêîãî Âîññòàíèÿ 740 ãîäà ýòà ñòðàíà òåïåðü - þæíàÿ ÷àñòü ñîâðåìåííîé Èñïàíèè. Èñòîðèÿ, êàê ìû çíàåì, èìååò ñâîéñòâî ïîâòîðÿòüñÿ, ó êîðîëåâñòâà Ìóõàììàäà I áûëî íåñêîëüêî âîññòàíèé è ñåïàðàòèñòñêèõ äâèæåíèé.\n;;x
DLC_INTERESTING_CHAR_offa_DESC;Offa, a Christian king that many views as the most powerful Anglo-Saxon king before Alfred the Great. He was King of Mercia, a kingdom of Anglo-Saxon England and came to the throne after a period of civil war.\n;;;;;;;;;;;Îôôà, õðèñòèàíñêèé êîðîëü, ïî ìíåíèþ ìíîãèõ áûë ñàìûì ìîãóùåñòâåííûì àíãëîñàêñîíñêèì ïðàâèòåëåì ïåðåä Àëüôðåäîì Âåëèêèì. Îí áûë êîðîë¸ì Ìåðñèè, êîðîëåâñòâà àíãëîñàêñîíñêîé Àíãëèè, è çàíÿë òðîí ïîñëå ïåðèîäà ãðàæäàíñêîé âîéíû.\n;;x
DLC_INTERESTING_CHAR_orhan_ottoman_DESC;Orhan Gazi was the second bey of the Ottoman Sultanate. The name of the dynasty comes from Osman I, Orhan's father, while the realm he inherited was only a small principality during Osman's lifetime, transformed into a world empire in the centuries after his death.\n;;;;;;;;;;;Îðõàí Ãàçè áûë âòîðûì áååì îñìàíñêîãî ñóëòàíà. Íàçâàíèå äèíàñòèè ïðîèçîøëî îò Îñìàíà I, îòöà Îðõàíà. Â ñâîè ãîäû îí óíàñëåäîâàë âñåãî ëèøü ìàëåíüêîå êíÿæåñòâî, êîòîðîå ïðåîáðàçèëîñü â âåëèêóþ èìïåðèþ íà ïðîòÿæåíèè ñòîëåòèé ïîñëå åãî ñìåðòè.\n;;x
DLC_INTERESTING_CHAR_philippe_DESC;Philippe I, nicknamed the Amorous, was King of the Franks from 1060 until his death. He was excommunicated in 1095 after marrying another woman while already married. A significant portion of his reign was spent on his power-hungry vassals, putting down their frequent revolts.\n;;;;;;;;;;;Ôèëèïï I, êîòîðîãî íàçûâàëè Âëþá÷èâûì, áûë êîðîë¸ì ôðàíêîâ ñ 1060 ãîäà è äî ñàìîé åãî ñìåðòè. Îí áûë îòëó÷¸í îò öåðêâè â 1095 ãîäó ïîñëå æåíèòüáû íà äðóãîé æåíùèíå, â òî âðåìÿ, êàê óæå áûë æåíàò. Çíà÷èòåëüíóþ ÷àñòü åãî ïðàâëåíèÿ çàíÿëà áîðüáà ñ âëàñòîëþáèâûìè âàññàëàìè, âîññòàíèÿ êîòîðûõ ïðèõîäèëîñü ÷àñòî ïîäàâëÿòü.\n;;x
DLC_INTERESTING_CHAR_purgyal_lha_DESC;Ü-Tsang is one of the three traditional provinces of Tibet and is the cultural heartland of the Tibetan people. After Emperor Langdarma's assassination, a civil war arose. It ultimately led to the collapse of the Tibetan Empire and the period that followed is known as the Era of Fragmentation.\n;;;;;;;;;;;Ó-Öàíã ÿâëÿåòñÿ îäíîé èç òð¸õ òðàäèöèîííûõ ïðîâèíöèé Òèáåòà è êóëüòóðíûì öåíòðîì òèáåòñêîãî íàðîäà. Ïîñëå óáèéñòâà èìïåðàòîðà Ëàíãäàðìû íà÷àëàñü ãðàæäàíñêàÿ âîéíà. Â êîíå÷íîì èòîãå ýòî ïðèâåëî ê êðàõó òèáåòñêîé èìïåðèè è ïîñëåäóþùåìó ïåðèîäó, èçâåñòíîìó êàê Ýðà ôðàãìåíòàöèè.\n;;x
DLC_INTERESTING_CHAR_purgyal_trisong_DESC;Trison Detsen was the 37th emperor of Tibet. He was the second of the Three Dharma Kings of Tibet, and played a pivotal role in the introduction of Buddhism to the country which laid the groundwork for Tibetan Buddhism.\n;;;;;;;;;;;Òðèñîíã Äåöýí áûë 37-ûì èìïåðàòîðîì Òèáåòà. Îí áûë âòîðûì èç òð¸õ öàðåé Äõàðìû Òèáåòà è ñûãðàë êëþ÷åâóþ ðîëü â ðàñïðîñòðàíåíèè áóääèçìà ïî âñåé ñòðàíå, ÷òî ïîñëóæèëî îñíîâîé äëÿ òèáåòñêîãî áóääèçìà.\n;;x
DLC_INTERESTING_CHAR_renaud_DESC;Renaud of Châtillon joined the Second Crusade after losing a part of his birthright. He married Constance, the reigning Princess of Antioch. Renaud was the only Christian leader to pursue an offensive policy against Saladin. He was captured by Saladin and beheaded after he refused to convert to Islam.\n;;;;;;;;;;;Ðåíî äå Øàòèëüîí ïðèñîåäèíèëñÿ êî Âòîðîìó Êðåñòîâîìó ïîõîäó ïîñëå ïîòåðè íåêîòîðûõ ñâîèõ âëàäåíèé. Îí æåíèëñÿ íà Êîíñòàíñ, ïðàâÿùåé ïðèíöåññå Àíòèîõèè. Ðåíî áûë åäèíñòâåííûì õðèñòèàíñêèì ïðàâèòåëåì, êîòîðûé ïîøåë ïðîòèâ Ñàëàäèíà. Îí áûë çàõâà÷åí Ñàëàäèíîì è êàçí¸í ïîñëå òîãî, êàê îòêàçàëñÿ ïðèíèìàòü èñëàì.\n;;x
DLC_INTERESTING_CHAR_saladin_DESC;Saladin, by order of his lord, was sent to Fatimid Egypt in 1164. In 1169, al-Adid appointed Saladin, a Sunni Muslim, as his vizier in the Isma'ili Shia caliphate. Saladin began to undermine the establishment, and when al-Adid died, he abolished the Fatimid Caliphate.\n;;;;;;;;;;;Â 1164 ãîäó Ñàëàäèíà ïî ïðèêàçó åãî ñþçåðåíà îòïðàâèëè â ôàòèìèäñêèé Åãèïåò. Ñïóñòÿ íåñêîëüêî ëåò, â 1169 ãîäó, Àëü-Àäèä Ëèäèíèëëàõ íàçíà÷èë Ñàëàäèíà âèçèðåì èñìàèëèòñêîãî øèèòñêîãî õàëèôàòà. Ñàëàäèí íà÷àë ïîäðûâàòü åãî èçíóòðè, è êîãäà Àëü-Àäèä óìåð, îí óíè÷òîæèë Ôàòèìèäñêèé õàëèôàò.\n;;x
DLC_INTERESTING_CHAR_satrap_vandad_DESC;The House of Karen, also known as Karen-Pahlavi, was an aristocratic feudal family with their seat of the house at Nahavand. In 783, the Karenas proclaimed independence and remained independent until the 11th century, with some successful temporary attempts in conquering them notwithstanding.\n;;;;;;;;;;;Äîì Êàðåíîâ, áîëåå èçâåñòíûé êàê Êàðåí-Ïåõëåâè, áûë àðèñòîêðàòè÷åñêîé ôåîäàëüíîé ñåìüåé, ïðîæèâàþùåé íà òåððèòîðèè Íåõàâåíäà. Â 783 ãîäó Êàðåíû çàÿâèëè î ñâîåé íåçàâèñèìîñòè è îñòàâàëèñü íåçàâèñèìûìè äî XI âåêà, íåñìîòðÿ íà óñïåøíûå ïîïûòêè çàâîåâàíèÿ èõ çåìåëü.\n;;x
DLC_INTERESTING_CHAR_sherab_tsultrim_DESC;The Khön clan is an ancient dynasty dating back to the time of the great Bod Chen Po, or Tibetan Empire. They came to found the Sakya Trizin school of Tibetan Buddhism, which exerted significant influence over the entire plateau for generations.\n;;;;;;;;;;;Êëàí Êõîí - ýòî äðåâíÿÿ äèíàñòèÿ, âîñõîäÿùàÿ ñî âðåì¸í âåëèêîãî Áîä ×åí Ïî èëè òèáåòñêîé èìïåðèè. Îíè ïðèøëè, ÷òîáû îñíîâàòü øêîëó òèáåòñêîãî áóääèçìà Ñàêüè Òðèäçèíà, êîòîðàÿ â òå÷åíèè íåñêîëüêèõ ïîêîëåíèé îêàçûâàëà çíà÷èòåëüíîå âëèÿíèå íà âñ¸ Òèáåòñêîå íàãîðüå.\n;;x
DLC_INTERESTING_CHAR_singhana_DESC;Singhana II is believed to be the most powerful ruler of the Seuna dynasty of Deccan region in India. The power the Chalukya had in the region was beginning to dwindle, so the Seuna dynasty who had initially ruled as feudatories declared independence around the middle of the 12th century.\n;;;;;;;;;;;Ìíîãèå âåðèëè, ÷òî Ñèíãõàíà II áûë ñàìûì ìîãóùåñòâåííûì ïðàâèòåëåì äèíàñòèè Ñåóíà äåêàíñêîãî ðåãèîíà Èíäèè. Âëàñòü äèíàñòèè ×àëóêüÿ ñòàëà èññÿêàòü, è Ñåóíà, êîòîðàÿ èçíà÷àëüíî ïðàâèëà ïîä å¸ êðûëîì, îáúÿâèëà íåçàâèñèìîñòü â ñåðåäèíå XII âåêà.\n;;x
DLC_INTERESTING_CHAR_suleyman_DESC;Suleyman founded an independent Seljuq Turkish state in Anatolia and ruled as Seljuq Sultan of Rum. His father had struggled against Alp Arslan for the throne of Great Seljuq Empire. Suleyman fled with his three brothers after his father died, but only he alone survived the raids launched by Alp Arslan.\n;;;;;;;;;;;Ñóëåéìàí îñíîâàë ñóëòàíàò Ðóì - íåçàâèñèìîå ãîñóäàðñòâî òóðêîâ-ñåëüäæóêîâ â Àíàòîëèè, è ïðàâèë èì. Åãî îòåö ñðàæàëñÿ ïðîòèâ Àëï-Àðñëàíà çà òðîí âåëèêîé èìïåðèè Ñåëüäæóêà. Ñóëåéìàí ñáåæàë âìåñòå ñ òðåìÿ áðàòüÿìè ïîñëå ñìåðòè îòöà, íî òîëüêî åìó îäíîìó óäàëîñü âûæèòü ïîñëå íàáåãîâ Àëï-Àðñëàíà.\n;;x
DLC_INTERESTING_CHAR_svend_II_DESC;Svend was serving the Danish king Harthacnut as a jarl and led a campaign against Norway. When Harthacnut died in 1042, Magnus, king of Norway, claimed the Danish throne. Crowned by Danish nobles, Svend was defeated by Magnus on several occasions and had to flee to Sweden.\n;;;;;;;;;;;Ñâåí ñëóæèë äàòñêîìó êîðîëþ Õàðäåêíóäó â êà÷åñòâå ÿðëà è â¸ë ïîõîä ïðîòèâ Íîðâåãèè. Êîãäà Õàðäåêíóä óìåð â 1042 ãîäó, Ìàãíóñ, êîðîëü Íîðâåãèè, ïðòðåáîâàë äàòñêèé òðîí. Êîðîíîâàííûé äàòñêèìè äâîðÿíàìè, Ñâåí áûë ïîáåæä¸í Ìàãíóñîì íåñêîëüêî ðàç è áûë âûíóæäåí áåæàòü èç Øâåöèè.\n;;x
DLC_INTERESTING_CHAR_tassilo_DESC;Tassilo, the cousin of Charlemagne and Karloman, began his rule under Frankish overlordship when young. In 763, the Frankish viewed that Tassilo had betrayed the oath he had sworn when he left the battlefield during the Frankish campaign in Aquitaine. Deposed in 788, Tassilo entered a monastery.\n;;;;;;;;;;;Òàññèëîí, êóçåí Øàðëåìàíÿ è Êàðëîìàíà, íà÷àë ïðàâèòü ñ þíûõ ëåò ïîä ôðàíêñêèì âëàäû÷åñòâîì. Â 763 ãîäó ôðàíêè ðåøèëè, ÷òî Òàññèëîí, ïîêèíóâ ïîëå áîÿ â ñàìûé ðàçãàð ôðàíêñêîé âîåííîé êàìïàíèè â Àêâèòàíèè, íàðóøèë ñâîþ ñâÿùåííóþ êëÿòâó. Âûíóæäåííûé îòêàçàòüñÿ îò òèòóëà â 788 ãîäó, îí óø¸ë â ìîíàñòûðü.\n;;x
DLC_INTERESTING_CHAR_theodoros_DESC;Theodoros I Komnenos Laskaris was the first Emperor of Nicaea, born into a noble family of Constantinople. Theodore married the daughter of the Byzantine Emperor Alexios III and distinguished himself during the sieges of Constantinople by the Latins of the Fourth Crusade.\n;;;;;;;;;;;Ôåîäîð I Êîìíèí-Ëàñêàðèñ, ðîäèëñÿ â áëàãîðîäíîé ñåìüå â Êîíñòàíòèíîïîëå, áûë ïåðâûì èìïåðàòîðîì Íèêåè. Ôåîäîð æåíèëñÿ íà äî÷åðè âèçàíòèéñêîãî èìïåðàòîðà Àëåêñåÿ III è ïðîÿâèë ñåáÿ âî âðåìÿ îñàäû Êîíñòàíòèíîïîëÿ ëàòèíÿíàìè âî âðåìÿ ×åòâ¸ðòîãî êðåñòîâîãî ïîõîäà.\n;;x
DLC_INTERESTING_CHAR_TITLE;Title: $TITLE$;;;;;;;;;;;Íàçâàíèå: $TITLE$;;x
DLC_INTERESTING_CHAR_vijayabahu_DESC;Vijayabahu I was a medieval king of Sri Lanka. He grew up at a time when the Chola Kingdom of Tamilakam had invaded parts of the island. In 1055, he assumed rulership and launched a campaign to drive the Chola out. In 1070 he had reunited the country for the first time in over a century. \n;;;;;;;;;;;Âèäæàÿáàõó I áûë ñðåäíåâåêîâûì ïðàâèòåëåì Øðè-Ëàíêè. Îí ðîñ â òå âðåìåíà, êîãäà òàìèëüñêîå öàðñòâî ×îëà âòîðãëîñü íà îñòðîâà. Â 1055 ãîäó îí çàíÿë òðîí è íà÷àë ïîõîä, äàáû âûòåñíèòü ÷îëèéöåâ ñ ðîäíûõ çåìåëü. Â 1070 ãîäó åìó óäàëîñü âîññîåäèíèòü ñòðàíó, ÷òî ïðîèçîøëî âïåðâûå çà âåêà.\n;;x
DLC_INTERESTING_CHAR_werner_DESC;The House of Habsburg is one of the most influential houses in Europe. The dynasty ruled over Basel and other parts of what is now northwestern Switzerland. The Habsburg family went on to become Kings and Emperors of several prominent realms, such as Germany and the Holy Roman Empire.\n;;;;;;;;;;;Äîì Ãàáñáóðãîâ áûë îäíèì èç ñàìûõ âëèÿòåëüíûõ ðîäîâ Åâðîïû. Äèíàñòèÿ ïðàâèëà â Áàçåëå è äðóãèõ çåìëÿõ, êîòîðûå ñåé÷àñ îòíîñÿòñÿ ê ñåâåðî-çàïàäíîé Øâåéöàðèè. Ãàáñáóðãè áûëè êîðîëÿìè è èìïåðàòîðàìè ìíîãèõ âûäàþùèõñÿ ãîñóäàðñòâ Åâðîïû, òàêèõ êàê Ãåðìàíèÿ è Ñâÿùåííàÿ Ðèìñêàÿ èìïåðèÿ.\n;;x
DLC_INTERESTING_CHAR_william_the_conqueror_DESC;William I, known as William the Conqueror or William the Bastard was the first Norman King of England. He was the illegitimate son of Robert I, Duke of Normandy. After a long struggle to establish his power, he secured his hold on Normandy in 1060, and he launched the Norman conquest of England.\n;;;;;;;;;;;Âèëüãåëüì I, áîëåå èçâåñòíûé êàê Âèëüãåëüì Çàâîåâàòåëü èëè Âèëüãåëüì Áàñòàðä áûë ïåðâûì íîðìàíäñêèì êîðîë¸ì Àíãëèè. Îí áûë íåçàêîííîðîæäåííûì ñûíîì Ðîáåðòà I, ãåðöîãà Íîðìàíäèè. Ïîñëå äîëãîé áîðüáû çà âëàñòü, â 1060 ãîäó îí ïîëó÷èë åãî çåìëè è íà÷àë Íîðìàíäñêîå çàâîåâàíèå Àíãëèè.\n;;x
DLC_INTERESTING_CHAR_zhang_yichao_DESC;When the Tibetan Empire plunged into civil war, Zhang Yichao led a rebellion out of Dunhuang. He captured several cities and conquered the Hexi Corridor, ruling the area as a nominal subject of the Tang Empire.\n;;;;;;;;;;;Êîãäà òèáåòñêàÿ èìïåðèÿ ïîãðóçèëàñü â ãðàæäàíñêóþ âîéíó, ×æàí È÷àî âûâåë âîññòàíèå çà ïðåäåëû Äóíüõóàíà. Îí çàõâàòèë íåñêîëüêî ãîðîäîâ è çàâîåâàë Õýñè, óïðàâëÿÿ ðåãèîíîì êàê íîìèíàëüíûì ñóáúåêòîì èìïåðèè Òàí.\n;;x
DLC_LANDING_PAGE_SUBSCRIBE_TEXT;Subscribe;;;;;;;;;;;Ïîäïèñàòüñÿ;;x
dlc_launcher_header_owned;Owned;;;;;;;;;;;Êóïëåíû;;x
dlc_launcher_header_unowned;Unowned;;;;;;;;;;;Íå êóïëåíû;;x
dlc_launcher_view_in_store;View in Store;;;;;;;;;;;Ñìîòðåòü â ìàãàçèíå;;x
DLC_NOT_OWNED;§RNot owned§!;;;;;;;;;;;§RÍå êóïëåíî§!;;x
DLC_RECOMMENDATION_REASON_BLOODLINE;This Expansion is recommended as you've selected a character with a historical Legendary Bloodline.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòî äîïîëíåíèå, ò.ê. Âû âûáðàëè ïåðñîíàæà ñ ëåãåíäàðíîé ðîäîñëîâíîé.;;x
DLC_RECOMMENDATION_REASON_CULTURE;This Expansion is recommended as you've selected a character of §Y[Root.Culture.GetName]§! culture.;;;;;;;;;;;Ýòî äîïîëíåíèå ðåêîìåíäîâàíî Âàì , ò.ê. Âû âûáðàëè ïåðñîíàæà §Y[Root.GetCultureAdj]îé§! êóëüòóðû.;;x
DLC_RECOMMENDATION_REASON_EAST_AFRICAN_RULER;We're recommending this expansion as you've selected an §YEast African§! character.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòî äîïîëíåíèå, ò.ê. Âû âûáðàëè èãðàòü §Yâîñòî÷íî-àôðèêàíñêèì§! ïåðñîíàæåì.;;x
DLC_RECOMMENDATION_REASON_EU4;The EU4 Converter requires both Crusader Kings 2 and Europa Universalis 4.;;;;;;;;;;;EU4 Converter òðåáóåò íàëè÷èÿ èãð Crusader Kings 2 è Europa Universalis 4.;;x
DLC_RECOMMENDATION_REASON_EXPANSION;We're recommending this expansion as its gameplay is compatible with all expansions and characters.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòî äîïîëíåíèå, òàê êàê îíî ñîâìåñòèìî ñî âñåìè äîïîëíåíèÿìè è ïåðñîíàæàìè.;;x
DLC_RECOMMENDATION_REASON_EXPANSION_CULTURE;We're recommending this expansion as you've selected a character of §Y[Root.Culture.GetName]§! culture.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòî äîïîëíåíèå, òàê êàê Âû âûáðàëè ïåðñîíàæà §Y[Root.GetCultureAdj]îé§! êóëüòóðû.;;x
DLC_RECOMMENDATION_REASON_EXPANSION_RELIGION;We're recommending this expansion as you've selected a character of §Y[Root.Religion.GetName]§! religion.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòî äîïîëíåíèå, òàê êàê Âû âûáðàëè ïåðñîíàæà, èñïîâåäóþùåãî §Y[Root.GetReligionFullName]§!.;;x
DLC_RECOMMENDATION_REASON_HL;We’re recommending this expansion as you’ve selected a nomadic pagan character.;;;;;;;;;;;Ìû ðåêîìåíäóåì Âàì ýòî äîïîëíåíèå, ò.å. Âû âûáðàëè ïåðñîíàæà-êî÷åâíèêà.;;x
DLC_RECOMMENDATION_REASON_NEIGHBOR;We're recommending this expansion as it will add additional flavor to neighboring regions.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòî äîïîëíåíèå, ò.ê. îíî äîáàâèò áîëüøå âîçìîæíîñòåé äëÿ ñîñåäíèõ ðåãèîíîâ.;;x
DLC_RECOMMENDATION_REASON_PACK_CULTURE;We're recommending this pack as you've selected a character of §Y[Root.Culture.GetName]§! culture.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòîò íàáîð, òàê êàê Âû âûáðàëè ïåðñîíàæà §Y[Root.GetCultureAdj]îé§! êóëüòóðû.;;x
DLC_RECOMMENDATION_REASON_PACK_DYNASTY;We're recommending this pack as you've selected a character whose dynasty is represented in this DLC.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòîò íàáîð, òàê êàê Âû âûáðàëè ïåðñîíàæà èç äèíàñòèè, ïðåäñòàâëåííîé â í¸ì.;;x
DLC_RECOMMENDATION_REASON_PACK_RELIGION;We're recommending this pack as you've selected a character of §Y[Root.Religion.GetName]§! religion.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòîò íàáîð, òàê êàê Âû âûáðàëè ïåðñîíàæà, èñïîâåäóþùåãî §Y[Root.GetReligionFullName]§!.;;x
DLC_RECOMMENDATION_REASON_PACK_RELIGIOUS;We're recommending this pack as you've selected a religious character.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòîò íàáîð, òàê êàê Âû âûáðàëè ðåëèãèîçíîãî ïåðñîíàæà.;;x
DLC_RECOMMENDATION_REASON_PACK_RULER;We're recommending this pack as you've selected a Patrician character ruling a Republic.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòîò íàáîð, òàê êàê Âû âûáðàëè ïðåäñòàâèòåëÿ ãîðîäñêîé çíàòè, ïðàâÿùåãî â ðåñïóáëèêå.;;x
DLC_RECOMMENDATION_REASON_REAP;We're recommending this expansion as its unique gameplay is compatible with all expansions and characters.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòî äîïîëíåíèå, ò.ê. îíî äà¸ò óíèêàëüíûé ãåéìïëåé, ñîâìåñòèìûé ñî âñåìè äîïîëíåíèÿìè è ïåðñîíàæàìè.;;x
DLC_RECOMMENDATION_REASON_REQUIRED_EXPANSION_CULTURE;This Expansion is §Rrequired§! to play as a §Y[Root.Culture.GetName]§! character.;;;;;;;;;;;Ýòî äîïîëíåíèå §Ríåîáõîäèìî§!, ÷òîáû èãðàòü ïåðñîíàæåì §Y[Root.GetCultureAdj]îé§! êóëüòóðû.;;x
DLC_RECOMMENDATION_REASON_REQUIRED_EXPANSION_RELIGION;This Expansion is §Rrequired§! to play as a §Y[Root.Religion.GetName]§! character.;;;;;;;;;;;Ýòî äîïîëíåíèå §Ríåîáõîäèìî§!, ÷òîáû èãðàòü çà ïåðñîíàæà, èñïîâåäóþùåãî §Y[Root.GetReligionFullName]§!.;;x
DLC_RECOMMENDATION_REASON_REQUIRED_EXPANSION_REPUBLIC;This Expansion is §Rrequired§! to play as a Republican character.;;;;;;;;;;;Ýòî äîïîëíåíèå §Ríåîáõîäèìî§!, ÷òîáû èãðàòü ïðåäñòàâèòåëåì ãîðîäñêîé çíàòè (ðåñïóáëèêè).;;x
DLC_RECOMMENDATION_REASON_SOA_RELIGION;This Expansion is recommended as you've selected a character of §Y[Root.Religion.GetName]§! religion.;;;;;;;;;;;Ýòî äîïîëíåíèå ðåêîìåíäîâàíî Âàì , ò.ê. Âû âûáðàëè ïåðñîíàæà, èñïîâåäóþùåãî §Y[Root.GetReligionFullName]§!.;;x
DLC_RECOMMENDATION_REASON_VICEROY;We're recommending this expansion as you've selected a non-tribal character.;;;;;;;;;;;Ìû ðåêîìåíäóåì ýòî äîïîëíåíèå, ò.ê. Âû âûáðàëè ïåðñîíàæà, íå ïðèíàäëåæàùåãî ê ïëåìåííîé îáùèíå.;;x
DLC_RECOMMENDATION_REASON_WEST_CENTRAL_OR_EAST_AFRICAN_RULER;We're recommending this expansion as you've selected a character in Sub-Saharan §YAfrica§!.;;;;;;;;;;;Ýòî äîïîëíåíèå ðåêîìåíäîâàíî Âàì, ïîñêîëüêó Âû âûáðàëè èãðàòü çà ïðàâèòåëÿ ñóáñàõàðñêîé §YÀôðèêè§!.;;x
DLC_TOOLTIP;DLC_TOOLTIP;;;;;;;;;;;DLC_TOOLTIP;;x
DLC_TOOLTIP_DELAYED;DLC_TOOLTIP_DELAYED;;;;;;;;;;;DLC_TOOLTIP_DELAYED;;x
dlc_type_content;Content Packs;;;;;;;;;;;Êàðòèíêè èíòåðôåéñà;;x
dlc_type_dynasty_shield;Dynasty Shield Packs;;;;;;;;;;;Ùèòû äèíàñòèé;;x
dlc_type_expansion;Expansions;;;;;;;;;;;Ðàñøèðåíèÿ äëÿ èãðû;;x
dlc_type_music;Music;;;;;;;;;;;Ìóçûêà;;x
dlc_type_other;Other Content;;;;;;;;;;;Äðóãîé êîíòåíò;;x
dlc_type_portrait;Portrait Packs;;;;;;;;;;;Ïîðòðåòû ïåðñîíàæåé;;x
dlc_type_unit;Unit Packs;;;;;;;;;;;Ôèãóðêè âîéñê;;x
LANDING_DLC001_TEXT;Main Features: \n- 50 unique dynastic shields for 50 famous families of Medieval Europe \n\nThis pack contains the Coat of Arms of the 50 most famous and prestigious families of Medieval Europe. You will be able to see the dynasty shields in the character info. ;;;;;;;;;;;Îñîáåííîñòè:\n- 50 óíèêàëüíûõ ãåðáîâ äëÿ äèíàñòèé ñðåäíåâåêîâîé Åâðîïû\n\nÝòîò íàáîð ñîäåðæèò ãåðáû äëÿ 50 èçâåñòíûõ äèíàñòèé ñðåäíåâåêîâîé Åâðîïû. Âû ìîæåòå ïîñìîòðåòü ãåðá äèíàñòèè íà ýêðàíå ïåðñîíàæà. ;;x
LANDING_DLC002_TEXT;Main Features: \n- Many unique face combinations for characters of Mongol cultures \n- Seven new unit sprites \n\nThis DLC pack contains thousands of unique face combinations for male and female characters of the Mongol cultures.;;;;;;;;;;;Îñîáåííîñòè:\n- Ìíîæåñòâî óíèêàëüíûõ âèäîâ ëèö äëÿ ïåðñîíàæåé ìîíãîëüñêèõ êóëüòóð\n- Ñåìü íîâûõ ôèãóðîê äëÿ âîéñê\n\nÝòîò íàáîð ñîäåðæèò òûñÿ÷è óíèêàëüíûõ êîìáèíàöèé ëèö ïåðñîíàæåé ìîíãîëüñêèõ êóëüòóð.;;x
