EVTOPTFUS_FROM_TRUTH_BOMB_TT;§Y[From.GetFirstName]§! might be pleased with you.;;;;;;;;;;;Âîçìîæíî, §Y[This.GetFirstName]§! áóäåò äîâîë[This.GetSoftNaEn] Âàìè.;;x
EVTDESCC_ZE_12010;As I am out playing by myself and taking a break to eat some bread I brought from the kitchens, I suddenly notice a young peasant child staring at me. [Root.GetSheHeCap] looks hungry.;;;;;;;;;;;Ñåãîäíÿ ÿ îïÿòü èãðàë[Root.GetEndA] íà ñâåæåì âîçäóõå, è êàê îáû÷íî, ðåøèë[Root.getEndA] ñäåëàòü ïåðåðûâ, ÷òîáû ïåðåêóñèòü. Ðàçâåðíóâ âçÿòûé ñ ñîáîé êóñîê õëåáà, ÿ óâèäåë[Root.GetEndA], êàê êàêîé-òî áåäíûé êðåñòüÿíñêèé ìàëü÷èê ñìîòðèò íà íåãî, ïîõîæå, îí î÷åíü ãîëîäíûé.;;x
EVTDESCC_ZE_12012;Young [From.GetTitledFirstName] just walked up to me today, striking up conversation. We ended up having a long talk, about a great many things.;;;;;;;;;;;Þí[From.GetAyaYy] [From.GetTitledFirstName] ñåãîäíÿ âñòðåòè[From.GetLasLsya] ìíå íà ïðîãóëêå, è ìû ðàçãîâîðèëèñü. Áåñåäà áûëà âåñüìà èíòåðåñíîé, ìû îáñóäèëè ìíîãèå âåùè âìåñòå.;;x
EVTDESCC_ZE_12014;You shared your bread with the peasant child, and then you played together for several hours before parting ways. [Root.GetSheHeCap] waved happily as [Root.GetSheHe] ran home.;;;;;;;;;;;Âû ïîäåëèëèñü õëåáîì ñ ãîëîäíûì ðåá¸íêîì, à ïîòîì ïîèãðàëè âìåñòå ïàðó ÷àñîâ. Êîãäà ïðèøëî âðåìÿ ðàñõîäèòñüÿ, îí ïîìàõàë Âàì íà ïðîùàíèå.;;x
EVTDESCC_ZE_12020;There's a big dinner feast tonight with many prominent people invited, and it has been decided that I shall perform a song in praise of [Root.Religion.GetRandomGodName] for the guests.;;;;;;;;;;;Ñåãîäíÿ áîëüøîé ïðàçäíè÷íûé óæèí, ïðèãëàøåíî ìíîãî âàæíûõ ëþäåé, è ìíå ñêàçàëè, ÷òî ÿ äîëæ[Root.GetNaEn] ñïåòü äëÿ íèõ.;;x
EVTDESCC_ZE_12022;[From.GetFirstName] seems to be checking me out, but doesn't come over and talk.;;;;;;;;;;;Ïîõîæå, [From.GetFirstName] ÷òî-òî õî÷åò îò ìåíÿ, íî íèêàê íå ìîæåò ïîäîéòè è ñïðîñèòü.;;x
EVTDESCC_ZE_12024;A roar of laughter rolled through the hall when the guests were told that I had hid in a chest in order to avoid having to sing for them. Several of them then called me over and offered me food and candies.;;;;;;;;;;;Ñìåõ ïðîêàòèëñÿ ïî çàëó, êîãäà ãîñòÿì ñêàçàëè, ÷òî ÿ îòêàçà[Root.GetLasLsya] ïåòü. Íåêîòîðûå äàæå ïîäîçâàëè ìåíÿ, ÷òîáû óãîñòèòü êîíôåòêîé.;;x
EVTDESCC_ZE_12030;We are playing outside today, and several of the other children are daring me to climb the tallest watchtower.;;;;;;;;;;;Ñåãîäíÿ ìû èãðàëè âî äâîðå, è ðåáÿòà ïðèíÿëèñü óãîâàðèâàòü ìåíÿ çàáðàòüñÿ íà ñàìóþ âûñîêóþ áàøíþ.;;x
EVTDESCC_ZE_12032;[From.GetFirstName] excitedly asks me if I wanted to come along and do forbidden things, pranks and the like.;;;;;;;;;;;[From.GetFirstName] ïðåäëàãàåò âìåñòå ïîøàëèòü, ÷òî â [From.GetHersHis] ñëó÷àå îçíà÷àåò, ïîäøóòèòü íàä êåì-òî, íàðóøèòü ïðàâèëà è âñ¸ òàêîå.;;x
EVTDESCC_ZE_12034;I rapidly climbed up to the top of the tower. But when climbing down again, I slipped. The fall was very painful, but luckily I wasn't very high up.;;;;;;;;;;;ß áûñòðî âçîáðà[Root.GetLasLsya] íà âåðøèíó áàøíè. Íî ñïóñêàÿñü îáðàòíî, ÿ ïîñêîëüçíó[Root.GetLasLsya]. Ïàäåíèå áûëî áîëåçíåííûì, íî, ê ñ÷àñòüþ, ÿ óæå íå áûë[Root.GetEndA] òàê âûñîêî.;;x
EVTDESCC_ZE_12040;I've been out fishing for hours. I still haven't caught a fish as big as that servant's child got yesterday.;;;;;;;;;;;ß óæå íåñêîëüêî ÷àñîâ òîð÷ó íà ýòîé ÷¸ðòîâîé ðûáàëêå è äî ñèõ ïîð íå ïîéìàë[Root.GetEndA] íè îäíîé ðûáû, õîòü íåìíîãî ïîõîæåé ïî ðàçìåðó íà òó, êîòîðóþ ñûí ñëóãè ïîéìàë â÷åðà.;;x
EVTDESCC_ZE_12044;After a few more hours, I finally feel something bite. It's a huge fish, probably the biggest fish in [Root.Capital.GetName].;;;;;;;;;;;×åðåç ïàðó ÷àñîâ, ïîïëàâîê íàêîíåö çàä¸ðãàëñÿ. Ýòî áûëà îãðîìíàÿ ðûáà, âîçìîæíî ñàìàÿ áîëüøàÿ èç [Root.Capital.County.GetAdjective]ñêèõ ðûá.;;x
EVTDESCC_ZE_12046;[From.GetFirstName] still wants to go, and will lie and say it was my idea unless I go with [From.GetHerHim].;;;;;;;;;;;[From.GetFirstName] âñ¸ ðàâíî õî÷åò ïîéòè. [From.GetSheHeCap] ñêàçàë[From.GetEndA], ÷òî îáâèíèò ìåíÿ âî âñ¸ì, åñëè ÿ îòêàæóñü ïîéòè ñ í[From.GetEyIm].;;x
EVTDESCC_ZE_12050;Everyone was busy at home, so I snuck out to the commoners market. When I got there some children were being mean to a smaller child in ragged clothes.;;;;;;;;;;;Äîìà âñå áûëè çàíÿòû, è ÿ ïîø[Root.GetLaYol] ïðîãóëÿòüñÿ íà ðûíîê. Îêàçàâøèñü òàì, ÿ çàìåòèë[Root.GetEndA], ÷òî íåñêîëüêî äåòåé îáèæàþò ìàëûøà â ðâàíîé îäåæäå.;;x
EVTDESCC_ZE_12052;[From.GetFirstName] wanted to learn to whistle. After trying for a while [From.GetSheHe] asked me 'How come you can do it?';;;;;;;;;;;[From.GetFirstName] õî÷åò íàó÷èòüñÿ ñâèñòåòü. Ïîñëå ñåðèè íåóäà÷íûõ ïîïûòîê [From.GetSheHe] ñïðîñèë[From.GetEndA] ìåíÿ, êàê ÿ ýòî äåëàþ.;;x
EVTDESCC_ZE_12054;[From.GetFirstName] told me that whistling is easy. That I can do it if I try. But I've tried many times already.;;;;;;;;;;;[From.GetFirstName] ñêàçàë[From.GetEndA], ÷òî ñâèñòåòü î÷åíü ïðîñòî, è ÷òî åñëè ÿ ïîñòàðàþñü, ó ìåíÿ âñ¸ ïîëó÷èòñÿ. Íî ÿ ïðîáîâàë[Root.GetEndA] óæå ìíîãî ðàç.;;x
EVTDESCC_ZE_12056;The last thing I remember before falling asleep is apologizing to [From.GetFirstName]. It seems my apology was not what [From.GetSheHe] wanted.;;;;;;;;;;;Ïîñëåäíåå, ÷òî ÿ ïîìíþ - ýòî ìîè èçâèíåíèÿ, íî [From.GetFirstName] èõ ÿâíî íå îöåíèë[From.GetEndA]. Ïîõîæå, èçâèíåíèÿ - ñîâñåì íå òî, ÷òî [From.GetSheHe] îò ìåíÿ æäàë[From.GetEndA].;;x
EVTDESCC_ZE_12060;I'm reading a poetry book in my room but the weather is so nice outside. There are some children playing in the sun.;;;;;;;;;;;ß ÷èòàþ êíèæêó â ñâîåé êîìíàòå, íî ñåãîäíÿ òàêàÿ õîðîøàÿ ïîãîäà. Äåòè èãðàþò âî äâîðå.;;x
EVTDESCC_ZE_12062;[From.GetFirstName] asked me to get some things for [From.GetHerHim] at the market as I am already going there. [From.GetSheHeCap] is even paying me;;;;;;;;;;;[From.GetFirstName] ïîïðîñèë[From.GetEndA] ìåíÿ êóïèòü êîå-÷òî íà ðûíêå, ðàç óæ ÿ âñ¸ ðàâíî òóäà èäó. [From.GetSheHeCap] äàæå ïðåäëîæèë[From.GetEndA] çà ýòî äåíüãè.;;x
EVTDESCC_ZE_12064;[From.GetFirstName] agreed to go get everything if I gave [From.GetHerHim] some extra coin. I should stay in my room so no one knows I'm still home. I've got some time to spend while I'm in here.;;;;;;;;;;;[From.GetFirstName] ñîãëàñè[From.GetLasLsya] êóïèòü äëÿ ìåíÿ âñ¸, ÷òî ïîòðåáóåòñÿ, åñëè ÿ äàì [From.GetHerHim] äåíåã. Íî ÿ äîëæ[Root.GetNaEn] îñòàâàòüñÿ â ñâîåé êîìíàòå, ÷òîáû íèêòî íå óçíàë, ÷òî ÿ íå ïîø[Root.GetLaYol] íà ðûíîê.;;x
EVTDESCC_ZE_12066;Some motivation can give good results, apparently the pain is all gone now after some convincing and [From.GetFirstName] will come join me.;;;;;;;;;;;Íåêîòîðûå ìåòîäû èíîãäà ñðàáàòûâàþò íåîæèäàííûì îáðàçîì. Êîãäà ÿ ïðèíåñ[Root.GetNoneE] [From.GetHerHim] ÷àÿ è ñâåæèõ áóëî÷åê, áîëü âíåçàïíî ïðîøëà, [From.GetSheHe] ïðèçíà[From.GetLasLsya], ÷òî îòëûíèâàë[From.GetEndA] îò ðàáîòû, è ìû âìåñòå ïîøëè â ñàä, ÷òîáû çàíÿòüñÿ äåðåâüÿìè.;;x
EVTDESCC_ZE_12070;Today I had to help out digging in the garden, but gardening is boring. The gardener is boring too, but maybe?;;;;;;;;;;;Ñåãîäÿ ÿ äîëæ[Root.GetNaEn] ïîìîãàòü â ñàäó, íî ýòî óæàñíî ñêó÷íî. Ñàäîâíèöà òîæå ñêó÷íàÿ, õîòÿ...;;x
EVTDESCC_ZE_12072;[playful_events_char_2.GetFirstName] stops calling for me after a while. The man says 'I bet you this gold coin you can't hold your breath until I'm outside'.;;;;;;;;;;;"[playful_events_char_2.GetFirstName] ïåðåñòàë[playful_events_char_2.GetEndA] çâàòü ìåíÿ, ïîñëûøàëñÿ çâóê óäàëÿþùèõñÿ øàãîâ. Íåçíàêîìåö ïðîøåïòàë: ""Ãîòîâ ïîñòàâèòü çîëîòîé íà òî, ÷òî òû íå ñìîæåøü çàäåðæàòü äûõàíèå äî òåõ ïîð, ïîêà ÿ íå ïîêèíó ýòó êîìíàòó"".";;x
EVTDESCC_ZE_12074;Before I knew it, the man was running out through the door. He didn't even look back once.;;;;;;;;;;;Ïðåæäå ÷åì ÿ ÷òî-òî ïîíÿë[Root.GetEndA], íåçíàêîìåö óäðàë ÷åðåç äâåðü. Îí äàæå íå îãëÿíóëñÿ.;;x
EVTDESCC_ZE_12076;I heard noises in the middle of the night and when I got up to check on [From.GetFirstName] I had to call out several times. Then [From.GetSheHe] finally answered and I found [From.GetHerHim] under the dining table with a burglar. The guards made quick work of the burglar.;;;;;;;;;;;Ñðåäè íî÷è ÿ óñëûøàë[Root.GetEndA] øóì è ïîø[Root.GetLaYol] ïðîâåðèòü, ãäå [From.GetFirstName], ïîçâàâ [From.GetHersHis] íåñêîëüêî ðàç. Êîãäà [From.GetSheHe] íàêîíåö îòîçâàëñÿ, ÿ íàø[Root.GetLaYol] [From.GetHersHis] ïîä ñòîëîì ñ êàêèì-òî âîðîì! Ñòðàæà ïîçàáîòèëàñü îá îñòàëüíîì.;;x
EVTDESCC_ZE_12080;It's getting late but I lost my new vest when I was playing somewhere. If I come back without it everyone will think I'm sloppy!;;;;;;;;;;;Óæå ïîçäíî, íî ÿ íèêàê íå ìîãó íàéòè ñâîé íîâûé ïëàù. Äîëæíî áûòü, ÿ çàáûë[Root.GetEndA] åãî ãäå-òî, êîãäà ñíÿë[Root.GetEndA], ÷òîáû ïîèãðàòü. Åñëè ÿ âåðíóñü áåç íåãî, âñå ïîäóìàþò, ÷òî ÿ - íåðÿõà!;;x
EVTDESCC_ZE_12082;After supper, me and [From.GetFirstName] had to clean up. But we hid all the dishes where no one could see and now we have been playing all evening.;;;;;;;;;;;[From.GetFirstName] - íàñòîÿùèé äðóã. Ïîñëå óæèíà ìû âìåñòå ïîìîãàëè óáèðàòü ñî ñòîëà, à êîãäà ïðèøëî âðåìÿ ìûòü ïîñóäó, âñå óæå óøëè, è ÿ ïðåäëîæèë[Root.GetEndA] áðîñèòü âñ¸ è ïîéòè èãðàòü. [From.GetSheHeCap] î÷åíü îòâåòñòâåíí[From.GetAyaYy], íî âñ¸ ðàâíî ñîõðàíèë[From.GetEndA] íàø ñåêðåò.;;x
EVTDESCC_ZE_12084;[From.GetFirstName] was angry with me, but we did finish all the work together. Maybe [From.GetSheHe] doesn't like me any more.;;;;;;;;;;;[From.GetFirstName] ðàçîçëè[From.GetLasLsya] íà ìåíÿ, íî ÿ âñ¸ ðàâíî ïîìîã[Root.GetNoneE] [From.GetHerHim] ñ ìûòüåì ïîñóäû. Âîçìîæíî, [From.GetSheHe] òåïåðü ïðåçèðàåò ìåíÿ...;;x
EVTDESCC_ZE_12090;I was invited to the servants' quarters to eat cake with them tonight. But just as I was going there, it started raining.;;;;;;;;;;;Ñëóãè ïðåäëîæèëè ìíå çàéòè ñåãîäíÿ âå÷åðîì ê íèì â äîìèê, ÷òîáû ïîïðîáîâàòü íîâûé òîðò. ß âûø[Root.GetLaYol] âî äâîð, íî íà÷àëñÿ äîæäü.;;x
EVTDESCC_ZE_12092;At the table today, [From.GetFirstName] complained about the food being too hot without even touching it.;;;;;;;;;;;Ñåãîäíÿ çà ñòîëîì [From.GetFirstName] ïîáîÿ[From.GetLasLsya] ïðîáîâàòü ïîõë¸áêó, îïàñàÿñü, ÷òî îíà ãîðÿ÷àÿ, è äàæå íå ïðèòðîîíó[From.GetLasLsya] ê íåé, ÷òîáû ïðîâåðèòü.;;x
EVTDESCC_ZE_12094;[From.GetFirstName] reached over the table and touched my food with [From.GetHerHis] whole hand. [From.GetSheHeCap] said it was not too hot to eat.;;;;;;;;;;;"[From.GetFirstName] âçÿë[From.GetEndA] ìîþ ìèñêó è ïîïðîáîâàë[From.GetEndA] ïîõë¸áêó. ""Âèäèøü? Îíà íå ãîðÿ÷àÿ, ìîæåøü åñòü"", — ñêàçàë[From.GetEndA] [From.GetSheHe] ñîâåðøåííî íåâîçìóòèìûì òîíîì.";;x
EVTDESCC_ZE_12096;I found the toy [From.GetFirstName] was crying about after going through the trash. But now [From.GetSheHe] is not satisfied because it smells.;;;;;;;;;;;ß íàø[Root.GetLaYol] ïîòåðÿííóþ èãðóøêó ñðåäè ìóñîðà, è [From.GetFirstName] ðàññòðîåí[From.GetEndA], âåäü îíà òåïåðü ãðÿçíàÿ.;;x
EVTDESCC_ZE_12100;Suddenly I hear something moving around in the bushes next to me. I ask who's there but there's no response.;;;;;;;;;;;"Ìíå ïîêàçàëîñü, â êóñòàõ ÷òî-òî øåâåëèòñÿ. ß ñïðîñèë[Root.GetEndA] ""êòî òàì"", íî íèêòî íå îòâåòèë.";;x
EVTDESCC_ZE_12102;I could hear someone sneaking around inside and believed it to be a burglar. When I went downstairs I discovered [From.GetFirstName] opening one of my letters.;;;;;;;;;;;Ìíå ïîñëûøàëîñü, ÷òî â äîì ïðîíèêëè âîðû, è ÿ ïîø[Root.GetLaYol] âíèç, ÷òîáû ïðîâåðèòü. Îêàçàëîñü, ýòî áûë[From.GetEndA] [From.GetFirstName]. ß çàñòóêàë[Root.GetEndA] [From.GetHersHis] íà ìåñòå ïðåñòóïëåíèÿ, [From.GetSheHe] âñêðûâàë[From.GetEndA] îäíî èç ìîèõ ïèñåì!;;x
EVTDESCC_ZE_12104;[From.GetTitledName] saw me opening the letter and grabbed me by the hand. Then he cut my finger with the paper and said I should keep my nose out of others business.;;;;;;;;;;;"[From.GetTitledName] óâèäåë[From.GetEndA], êàê ÿ îòêðûâàþ [From.GetHersHis] ïèñüìî è ñõâàòèë[From.GetEndA] ìåíÿ çà ðóêó. [From.GetSheHeCap] ðàçîçëè[From.GetLasLsya] íå íà øóòêó è ïîðåçàë[From.GetEndA] ìîé ïàëåö áóìàãîé, ñêàçàâ, ÷òîáû ÿ ""íå ñìåë[Root.GetEndA] ñîâàòü íîñ â ÷óæèå äåëà"".";;x
EVTDESCC_ZE_12106;[From.GetFirstName] seems even more interested in the letter now that [From.GetSheHe] knows it's forbidden.;;;;;;;;;;;Ñóäÿ ïî âñåìó, òåïåðü [From.GetFirstName] åù¸ áîëüøå èíòåðåñóåòñÿ ñîäåðæèìûì ýòîãî ïèñüìà, êîãäà óçíàë[From.GetEndA], ÷òî åãî íåëüçÿ ÷èòàòü.;;x
EVTDESCC_ZE_12110;I have been praying with the [Root.Religion.GetPriestTitle] for a while and some of the other people in the temple are getting ready to leave.;;;;;;;;;;;Áîëüøèíñòâî óæå ïîêèíóëî õðàì, à ÿ ïðîäîëæàþ ìîëèòüñÿ. Èìååííî çäåñü ÿ ÷óâñòâóþ ñåáÿ íà ñâî¸ì ìåñòå...;;x
EVTDESCC_ZE_12112;[From.GetFirstName] tells me that [From.GetSheHe] really loves spending time with me. I make [From.GetHerHis] days so much better.;;;;;;;;;;;[From.GetFirstName] ñêàçàë[From.GetEndA], ÷òî [From.GetHerHim] î÷åíü íðàâèòñÿ ïðîâîäèòü ñî ìíîé âðåìÿ, è [From.GetSheHe] î÷åíü ñ÷àñòëèâ[From.GetEndA], êîãäà ÿ ðÿäîì.;;x
EVTDESCC_ZE_12114;[From.GetFirstName] said that I'm also wonderful to be around. Then [From.GetSheHe] gave me a kiss on the cheek and ran away.;;;;;;;;;;;[From.GetFirstName] ñêàçàë[From.GetEndA], ÷òî òîæå ÷óâñòâóåò íå÷òî ïîäîáíîå, à ïîòîì ïîöåëîâàë[From.GetEndA] ìåíÿ â ù¸êó è óáåæàë[From.GetEndA].;;x
EVTDESCC_ZE_12116;[From.GetFirstName] said that I'm also wonderful to be around. Then [From.GetSheHe] gave me a kiss on the cheek and ran away.;;;;;;;;;;;[From.GetFirstName] ïîöåëîâàë[From.GetEndA] ìåíÿ â îòâåò, à ïîòîì ðàñêðàñíå[From.GetLasLsya] è óáåæàë[From.GetEndA].;;x
EVTDESCC_ZE_12211;Recently, you notice that there is something wrong with Smelly. [Root.GetSheHeCap] doesn't scurry around and play like [Root.GetSheHe] used to, [Root.GetSheHe] just lies down and moans pitifully, peering at you with [Root.GetHerHis] little beady eyes. [Root.GetSheHeCap] is obviously sick and starving.;;;;;;;;;;;Íåäàâíî Âû çàìåòèëè, ÷òî ñ Âîíþ÷êîé ÷òî-òî íå òàê. Îí áîëüøå íå áåãàåò âîêðóã, à ïðîñòî ëåæèò, æàëîáíîãî ïîïèñêèâàÿ. Ïîõîæå, îí çàáîëåë èëè ãîëîäàåò.;;x
EVTDESCC_ZE_12219;As the guards release you from the dungeon, you take one last look back. You see Smelly staring at you intently for a moment, [Root.GetHerHis] little eyes shining strangely in the half-darkness. Then [Root.GetSheHe] scurries away into a corner and out of sight.;;;;;;;;;;;Êîãäà ñòðàæíèêè âûïóñòèëè Âàñ èç ïîäçåìåëüÿ, Âû â ïîñëåäíèé ðàç âçãëÿíóëè íà òî, ÷òî îñòàëîñü ïîçàäè. Âîíþ÷êà ïîñìîòðåë íà Âàñ ñâîèìè ìàëåíüêèìè ñèÿþùèìè ãëàçêàìè, à ïîòîì ñêðûëñÿ èç âèäó â ò¸ìíîì óãëó êàìåðû.;;x
EVTDESCD_ZE_12002;As I'm beating a rabid dog in the yard, little [From.GetFirstName] runs up and joins in the beating.;;;;;;;;;;;Êîãäà ÿ áèë[Root.GetEndA] ýòó áåøåíóþ ïñèíó âî äâîðå, ìàëåíüê[From.GetAyaIy] [From.GetFirstName] ïîäîø[From.GetLaYol] è ñòàë[From.GetEndA] áèòü ñîáàêó âìåñòå ñî ìíîé.;;x
EVTDESCD_ZE_12004;My treatment of that uppity peasant really put him and the others in their place.;;;;;;;;;;;Òî, êàê ÿ ïîñòóïèë[Root.GetEndA] ñ ýòèì íàõàëüíûì äåðåâåíùèíîé, óäèâèëî åãî îäíîñåëü÷àí.;;x
EVTDESCD_ZE_12012;Young [From.GetTitledFirstName] just walked up to me today, and as I was about to greet [From.GetHerHim], [From.GetSheHe] just stuck [From.GetHerHis] tongue out and ran away...;;;;;;;;;;;Þí[From.GetAyaYy] [From.GetTitledFirstName] ñåãîäíÿ âñòðåòè[From.GetLasLsya] ìíå íà ïðîãóëêå, è ÿ ïîïðèâåòñòâîâàë[Root.GetEndA] [From.GetHersHis], íî [From.GetSheHe] íå ñìîã[From.GetNoneE] âûìîëâèòü è ñëîâà, à ïîòîì è âîâñå óáåæàë[From.GetEndA]...;;x
EVTDESCD_ZE_12014;You shared your bread with the child and then you played together for a while, until your nannies came and angrily interrupted you. As your friend ran away, the nannies said they'd tell [Educator.GetTitledFirstName] that you had been bad.;;;;;;;;;;;Âû ïîäåëèëèñü õëåáîì ñ ãîëîäíûì ðåá¸íêîì, à ïîòîì íåìíîãî ïîèãðàëè âìåñòå, íî íÿíüêè âåðíóëèñü è ïðåðâàëè Âàñ. Îíè î÷åíü çëèëèñü è ïîîáåùàëè, ÷òî äîëîæàò î Âàøåì ïëîõîì ïîâåäåíèè.;;x
EVTDESCD_ZE_12022;[From.GetFirstName] came over to me and said [From.GetSheHe] wanted us to be friends!;;;;;;;;;;;[From.GetFirstName] ïîäîø[From.GetLaYol] êî ìíå è ñêàçàë[From.GetEndA], ÷òî õî÷åò ïîäðóæèòüñÿ.;;x
EVTDESCD_ZE_12024;The guests were all very offended at my refusal to sing for them.;;;;;;;;;;;Ãîñòè î÷åíü îáèäåëèñü, êîãäà óñëûøàëè, ÷òî ÿ îòêàçà[Root.GetLasLsya] ïåòü äëÿ íèõ.;;x
EVTDESCD_ZE_12032;[From.GetFirstName] asks me if I wanted to play dice.;;;;;;;;;;;[From.GetFirstName] ïðåäëàãàåò ìíå ïîèãðàòü â êîñòè.;;x
EVTDESCD_ZE_12034;Agile as a squirrel, I rapidly climbed up the tower and then down again. Everyone was very impressed.;;;;;;;;;;;Ñ ïðîâîðñòâîì áåëêè, ÿ áûñòðî çàáðà[Root.GetLasLsya] íà áàøíþ è ñïóñòèëñÿ îáðàòíî âíèç. Ýòî óäèâèëî âñåõ.;;x
EVTDESCD_ZE_12044;I'm just about to give up, but then it happened. I caught a fish, but it's not very big.;;;;;;;;;;;Óæå ïî÷òè îò÷àÿâøèñü, ÿ íàêîíåö ïîéìàë[Root.GetEndA] ðûáó, íî îíà áûëà íåáîëüøîé.;;x
EVTDESCD_ZE_12046;[From.GetFirstName] said I was right and we went back home, away from the scary house.;;;;;;;;;;;[From.GetFirstName], îáîçâàâ ìåíÿ òðóñèøêîé, ñîãëàñè[From.GetLasLsya] óéòè ïîäàëüøå îò ñòðàøíîãî äîìà è âåðíóòüñÿ äîìîé.;;x
EVTDESCD_ZE_12052;[From.GetFirstName] asked me to teach [From.GetHerHim] how to whistle. I must have inspired [From.GetHerHim], now [From.GetSheHe] has been at it for hours.;;;;;;;;;;;[From.GetFirstName] ïîïðîñèë[From.GetEndA] ìåíÿ íàó÷èòü [From.GetHersHis] ñâèñòåòü. Äîëæíî áûòü, ÿ âäîõíîâèë[Root.GetEndA] [From.GetHersHis], è òåïåðü [From.GetSheHe] ÷àñàìè ïûòàåòñÿ ýòî ñäåëàòü.;;x
EVTDESCD_ZE_12054;[From.GetFirstName] said that not everyone learns to whistle. Some can never do it.;;;;;;;;;;;[From.GetFirstName] ñêàçàë[From.GetEndA], ÷òî íå êàæäûé ìîæåò íàó÷èòüñÿ ñâèñòåòü. Íåêîòîðûì ýòî íå äàíî.;;x
EVTDESCD_ZE_12056;I wake up, and [From.GetFirstName] is still by my side. [From.GetSheHeCap] has brought me some water to drink, and covered me with a blanket. I don't deserve treatment like this. But if [From.GetSheHe] sees good in me...;;;;;;;;;;;Êîãäà ÿ ïðèø[Root.GetLaYol] â ñåáÿ, [From.GetFirstName] âñ¸ åù¸ áûë[From.GetEndA] ðÿäîì. [From.GetSheHeCap] ïðèíåñ[From.GetNoneE] ìíå íåìíîãî âîäû è íàêðûë[From.GetEndA] îäåÿëîì. ß íå çàñëóæèâàþ ñòîëü äîáðîãî îòíîøåíèÿ ê ñåáå, íî [From.GetSheHe] âèäèò âî ìíå ÷òî-òî õîðîøåå...;;x
EVTDESCD_ZE_12062;[From.GetFirstName] came with me to the market today, we both had to go get some groceries and had time to talk a lot.;;;;;;;;;;;[From.GetFirstName] è ÿ ñåãîäíÿ âìåñòå ñõîäèëè íà ðûíîê. Ìû êóïèëè âñ¸, ÷òî íàì âåëåëè, è îòëè÷íî ïðîâåëè âðåìÿ.;;x
EVTDESCD_ZE_12064;[From.GetFirstName] didn't want to help me out. [From.GetSheHeCap] is already heading out.;;;;;;;;;;;[From.GetFirstName] îòêàçà[From.GetLasLsya] êóïèòü òî, ÷òî ìíå ïîðó÷èëè, êîãäà ïîéä¸ò íà ðûíîê. Ïîõîæå, äàæå ìîè äåíüãè íå èçëå÷àò [From.GetHersHis] äóøåâíûå ñòðàäàíèÿ îò òîãî, ÷òî ÿ áóäó îòäûõàòü, à [From.GetSheHe] íåò.;;x
EVTDESCD_ZE_12072;[From.GetFirstName] was not in [From.GetHerHis] his room and I was starting to get worried. When [From.GetSheHe] finally answered I found [From.GetHerHim] staring at a burglar who was trying to hide from me.;;;;;;;;;;;[From.GetFirstName] íå áûë[From.GetEndA] â ñâîåé êîìíàòå, è ÿ óæå ñòàë[Root.GetEndA] âîëíîâàòüñÿ, íî êîãäà [From.GetSheHe] íàêîíåö îòîçâà[From.GetLasLsya], ÿ óâèäåë[Root.GetEndA], ÷òî [From.GetSheHe] íàø[From.GetLaYol] òîãî âîðà, êîòîðûé ïðÿòàëñÿ ïîä ñòîëîì.;;x
EVTDESCD_ZE_12074;[From.GetFirstName] seemed shocked when [From.GetSheHe] found me. The guards came and took the man hiding under the table. They said he was a bad man and I should stay away from strangers.;;;;;;;;;;;[From.GetFirstName] áûë[From.GetEndA] óäèâë[From.GetNaEn], êîãäà íàø[From.GetLaYol] ìåíÿ. Ñòðàæíèêè êóäà-òî óâåëè ìóæ÷èíó èç ïîä ñòîëà. Îíè ñêàçàëè, îí áûë ïëîõèì ÷åëîâåêîì, à ìíå íå ñëåäóåò ðàçãîâàðèâàòü ñ íåçíàêîìöàìè.;;x
EVTDESCD_ZE_12084;I was out too long in the evening, and it hurts when I breathe. The adults say I have to rest a lot.;;;;;;;;;;;Ãîâîðÿò, ýòî âñ¸ ïîòîìó ÷òî ÿ äîëãî ãóëÿë[Root.GetEndA] íà ñûðîì è õîëîäíîì âîçäóõå. Ó ìåíÿ ñëàáîñòü è áîëüíî äûøàòü.;;x
EVTDESCD_ZE_12092;[From.GetFirstName] was very happy at dinner today, eating with great appetite.;;;;;;;;;;;Ñåãîäíÿ çà îáåäîì [From.GetFirstName] åë[From.GetEndA] ñ áîëüøèì àïïåòèòîì è áûë[From.GetEndA] âåñüìà äîâîë[From.GetSoftNaEn].;;x
EVTDESCD_ZE_12094;[From.GetFirstName] seemed angry with me and told me to wait until I felt the food's temperature was just right. Now its cool enough.;;;;;;;;;;;"[From.GetFirstName] ñ òðóäîì ñäåðæèâàë[From.GetEndA] ãíåâ. ""Ëàäíî. Ìû ïîäîæä¸ì, ïîêà îñòûíåò... Íî òû íå âûéäåøü èç-çà ñòîëà, ïîêà íå ïîåøü"", — ñêàçàë[From.GetEndA] [From.GetSheHe], óñòàâèâøèñü íà ìåíÿ ïðåçðèòåëüíûì âçãëÿäîì. Ìû ïðîñèäåëè òàê ïîë÷àñà.";;x
EVTDESCD_ZE_12096;[From.GetFirstName] finally fell asleep after I found [From.GetHerHis] toy.;;;;;;;;;;;[From.GetFirstName] íàêîíåö-òî ëåã[From.GetNoneE] ñïàòü, êîãäà ÿ íàø[Root.GetLaYol] [From.GetHersHis] ëþáèìóþ èãðóøêó.;;x
